timestep,avg_ep_rew
3275.0,-91.95901728080544
6580.0,-97.84500550756255
9780.0,-96.3125766730121
12980.0,-90.28342383444621
16308.0,-104.44867265152838
19582.0,-90.20168971935401
22860.0,-92.84053715096125
26124.0,-90.28508284624273
29330.0,-122.38327442980534
32920.0,-103.65473381387847
36327.0,-100.27535014003097
38388.0,-107.59081439664367
41851.0,-98.33730992045184
43909.0,-106.772012161479
47319.0,-100.40151838183606
50519.0,-96.54292658475686
54071.0,-103.12137958195522
57399.0,-92.222828314089
60599.0,-97.54886973557839
63988.0,-101.64199525703484
66918.0,-117.89080727699691
70398.0,-100.1109906285011
73980.0,-105.71636198431423
77424.0,-103.36583181582955
80624.0,-83.15643748419919
83954.0,-140.82434673920588
87309.0,-98.29206183785944
90826.0,-101.6640464461849
94026.0,-85.81975518839246
97382.0,-97.32102153733007
100568.0,-132.85341715518828
104013.0,-101.78066456012186
107430.0,-99.99846459965865
110840.0,-101.7297368126028
114110.0,-97.45831166319374
117753.0,-101.29168320427024
120953.0,-92.55513567488688
124537.0,-105.32482836293076
127737.0,-84.28562259179276
131105.0,-99.00367774183536
134305.0,-90.51451140575128
137580.0,-92.16510036458779
140780.0,-94.97019094890402
143980.0,-81.51743082936403
147180.0,-89.15094351610821
150674.0,-102.9730435411253
153940.0,-94.60185775008313
157201.0,-100.22711701393717
160486.0,-89.28571177786311
164039.0,-105.26020973328781
167378.0,-97.153624027508
170691.0,-98.59450155939761
173962.0,-93.00966096652724
177162.0,-84.36461153216754
180362.0,-98.28103643742887
183721.0,-103.58555135752835
187011.0,-93.41629038689409
190371.0,-94.06057260703493
193914.0,-103.42465897037896
197178.0,-91.28754484462159
200447.0,-96.50511823281191
203999.0,-102.24169363159172
207552.0,-101.17133327461954
210752.0,-81.16274092345125
214057.0,-101.03642782572824
217348.0,-92.0002408604421
220548.0,-87.10500402544625
223836.0,-97.95889988543274
227104.0,-96.36206948304523
230435.0,-95.14525608104779
233635.0,-87.41485154459517
237025.0,-101.40323448821096
240225.0,-87.36384681653914
242306.0,-105.84810025238102
245572.0,-95.84142157024714
248855.0,-96.17513275319483
252124.0,-88.37889971336232
255324.0,-88.49736108647878
258812.0,-96.56305144414053
262012.0,-83.7485195449049
265212.0,-77.92376641911362
268543.0,-97.0323379445547
271743.0,-88.49318654330952
275025.0,-97.93574069792224
278288.0,-89.02953400627162
281608.0,-96.03609980049058
285211.0,-99.8705700752056
288480.0,-93.03880452887206
291680.0,-83.13148212857304
294880.0,-82.3445930171716
298125.0,-91.00700942921503
301391.0,-95.65127808340277
304667.0,-91.26229372069109
307867.0,-88.35074070124406
311126.0,-91.32975660804244
314533.0,-101.8713943745461
317791.0,-92.54411054338203
320991.0,-83.33063953928107
324191.0,-81.5117044681126
327391.0,-84.75520103728803
330646.0,-89.80950495515371
333926.0,-93.3039423706366
337191.0,-98.63175507994369
340504.0,-99.22593215352879
343704.0,-84.8888157806204
346904.0,-82.83234343965414
350278.0,-96.7694682712426
353760.0,-104.972272007181
357246.0,-101.44897142557345
360531.0,-92.69713600067996
363731.0,-86.02962225348068
366985.0,-91.5522834613106
370185.0,-82.86601027573985
373456.0,-94.04423758696703
376656.0,-79.62106341157853
379856.0,-79.81006439957147
383056.0,-79.24836129567275
386324.0,-90.84571170319536
389524.0,-77.80589247199987
392724.0,-83.64667769850232
395924.0,-79.48262296400529
399202.0,-90.094451621484
402402.0,-82.3691156782393
405679.0,-87.18169630036864
408879.0,-81.26462351309354
412434.0,-97.74007756896424
415634.0,-80.23721547697548
418834.0,-81.35467627918939
422034.0,-86.08745828742812
425234.0,-81.39776453425176
428532.0,-86.00760458296848
431732.0,-83.78209556948424
435000.0,-84.26891237229462
438266.0,-87.23133180613173
441466.0,-78.25102963985657
444666.0,-83.6631267386855
447988.0,-92.6078508583982
451188.0,-75.77044433450047
454460.0,-88.47646441334734
457660.0,-82.54655228274223
460860.0,-76.9790871827528
464060.0,-78.60421590184328
467521.0,-93.69586725491632
470721.0,-80.81802906913714
473921.0,-77.87137958804021
477186.0,-91.39732750143027
480542.0,-97.01525772568155
483742.0,-84.18219599059411
486942.0,-81.52137580222077
490403.0,-95.50151264650077
493697.0,-86.77985945324144
497041.0,-89.39533032551392
500307.0,-87.54460694071878
503567.0,-87.44696363009098
506944.0,-91.1901236851102
510276.0,-92.40742300129884
513533.0,-93.1442923603031
516782.0,-89.05169985772629
519982.0,-79.53838975689965
523257.0,-87.05995850599868
526457.0,-75.17040676579904
529713.0,-89.12575751100273
532913.0,-77.84910939567692
536224.0,-90.72204452696923
539556.0,-95.31208913123196
542756.0,-75.39692153798168
545956.0,-74.75633587605353
549156.0,-77.44643596261368
552356.0,-76.09410966423712
555617.0,-82.70238665338005
558817.0,-76.65297666312414
562257.0,-95.57268521067947
565526.0,-87.88980466645667
568818.0,-86.8021614861271
572083.0,-86.29697444417866
575402.0,-90.97314871492873
578602.0,-79.51047208041388
581802.0,-74.85122624868838
585064.0,-87.93633631852042
588405.0,-96.84941998069905
591605.0,-76.20311634526308
594856.0,-90.74232812279276
598303.0,-94.68286266519141
601665.0,-91.28288893111096
604865.0,-79.77215470893185
608170.0,-91.88555830038565
611370.0,-75.62354120363668
614570.0,-73.90340584070825
617770.0,-76.87478393530131
620970.0,-74.40169468928532
624170.0,-74.00973693698552
627370.0,-75.57206768341612
630570.0,-72.98770903238857
633770.0,-75.09389026383312
637049.0,-82.87268516560873
640249.0,-73.39089272117832
643449.0,-76.17333911419567
646649.0,-77.9726270149673
650046.0,-89.8836886706745
653246.0,-76.98981802349974
656446.0,-71.75326749640269
659788.0,-89.00853887898599
662988.0,-71.4054532687605
666188.0,-76.65245749006172
669388.0,-70.14875236255892
672588.0,-74.99651061631987
675918.0,-90.99507008213548
679118.0,-75.40189098319287
682497.0,-99.24901467216729
685697.0,-71.7515091110617
688897.0,-70.479098331742
692191.0,-83.46543600660438
694254.0,-109.89144758573745
697509.0,-87.99807855527888
700794.0,-85.73685056170343
703994.0,-72.89806713135852
707194.0,-75.04016945197775
710394.0,-71.46366379470595
713594.0,-69.44416492075163
716794.0,-70.92554827529938
719994.0,-76.41451652008232
723194.0,-71.7861185696718
726573.0,-88.43813983234065
729836.0,-85.67761745547689
733096.0,-85.0020947425587
736443.0,-86.25137327596995
739822.0,-85.8065750071473
743022.0,-74.16119091453247
746406.0,-95.6625827609549
749606.0,-75.15905249806463
752872.0,-85.95339571481198
756072.0,-67.7833519686861
759436.0,-95.75944939000252
762636.0,-70.22898324170615
765836.0,-75.04780970584197
769036.0,-67.20867652966734
772236.0,-67.29171508154987
775436.0,-65.11109588042926
778636.0,-69.89918236928433
781836.0,-72.27214869181905
785036.0,-72.42749105031106
