timestep,avg_ep_rew
1077.0,-169.8951178281269
2199.0,-179.56636561827938
3263.0,-212.9315143720033
4294.0,-246.94292304259346
5371.0,-148.09658680493652
6581.0,-249.8795969357986
7662.0,-230.0576268087164
8772.0,-199.22901856469622
10345.0,-135.9303343213431
11424.0,-94.42189535915387
12518.0,-149.64645068433802
13634.0,-135.1904380168553
14750.0,-207.22188583546318
15774.0,-117.76199041328697
16798.0,-207.5084855332382
17846.0,-149.24792278157778
18932.0,-112.07921524613576
20010.0,-132.13360531192123
21036.0,-221.6235685806566
22072.0,-188.98056718918787
23131.0,-126.4342460570765
24164.0,-117.83911092340753
25276.0,-126.25737922702501
26374.0,-119.61609481526673
27425.0,-99.6383712790886
28501.0,-119.49189449203234
29542.0,-133.82867379216907
30608.0,-108.59397930458987
31697.0,-110.46329655692729
32807.0,-123.24985056888181
33903.0,-115.26733594579649
34931.0,-103.19937811268444
35959.0,-166.4432919407827
37076.0,-97.60566054031173
38133.0,-121.62240697232632
39162.0,-112.41819894108033
40187.0,-131.70182221253714
41232.0,-141.48935315677988
42325.0,-86.14791377917484
43437.0,-91.40488697092465
44560.0,-119.86551274983799
45677.0,-96.20296016629024
46755.0,-104.2443785306375
47913.0,-34.45272840938209
48941.0,-116.20318738814424
50028.0,-66.72946954402875
51190.0,-89.38171679677028
52278.0,-113.21630082362651
53395.0,-83.40853473303012
54497.0,-96.5584230324015
55523.0,-87.19936854793026
56645.0,-92.16911422135243
57756.0,-90.19669403632045
58842.0,-108.46646216564064
59993.0,-72.55307298901866
61028.0,-72.16635397366133
62062.0,-87.4289873339761
63245.0,-65.1341993957632
64365.0,-67.47520913670472
65436.0,-71.33200192434887
66461.0,-76.27879386021773
67535.0,-70.75371208027941
68687.0,-100.51453823729962
69859.0,-83.46873420142684
70951.0,-57.22132935889246
72018.0,-57.89859019034455
73111.0,-53.62575047599629
74270.0,-47.116748888866745
75305.0,-65.68339505960614
76395.0,-104.26802600431586
77586.0,-78.33822896429794
78712.0,-37.36280096344002
79739.0,-72.1315268074809
80781.0,-58.07452324350421
81898.0,-40.11269056095767
82942.0,-40.69849541861441
84105.0,-63.87522065449824
85303.0,-31.996403387400168
86370.0,-52.23584538123097
87497.0,-28.74716102261401
88548.0,-30.419690736971347
89590.0,-40.95422210105188
90711.0,-36.57671013382179
91811.0,-55.095823728321754
92968.0,-16.956893045195404
94000.0,-68.50928049490803
95068.0,-73.03909614129411
96209.0,-19.957892304639017
98067.0,-17.224257150685716
99320.0,-28.92079337127714
100554.0,-72.044094711823
101663.0,-14.048910688033601
102833.0,-46.352975969096896
104256.0,1.4805368736723803
105288.0,-36.592980249472795
106395.0,-49.52690268071823
107487.0,-25.12581916690434
108622.0,-34.01335712050646
109689.0,-31.108920318285215
110738.0,-35.379038632776044
111851.0,-25.414568838432043
112942.0,-31.748549177587716
114096.0,-38.507876543651335
115140.0,-22.680584012035474
116213.0,-49.25617725165626
117313.0,-8.000985426124899
118547.0,-14.766946765852623
119607.0,-19.36446626003638
120757.0,-16.77864753236707
122363.0,-23.904670583716474
123545.0,-34.98906524889708
124579.0,-13.928838519235939
125607.0,-27.119189735746122
126666.0,-46.51394936138839
127855.0,-9.96879611210969
129209.0,-98.56450839936988
130319.0,-81.64133433486131
131466.0,-14.317704663307381
133107.0,-149.67625503117443
135107.0,-83.10496998945075
136240.0,-73.03276617484833
138082.0,0.7701871473086598
139330.0,-21.877952743015175
140853.0,-16.88749564466102
142017.0,-43.85826856652078
143136.0,-101.03924000053826
144310.0,-47.489091553881224
145369.0,-67.95580749686927
146466.0,-77.09673474169576
147649.0,-24.99283468832949
148769.0,-45.963664691354026
149841.0,-30.183105090138973
150960.0,-27.272603683134072
151992.0,-32.73553400250556
153080.0,-27.45648331257745
154137.0,-14.716686517958784
155176.0,4.324088575336346
156216.0,-4.092714185871254
157395.0,-0.9673726341066359
158450.0,-29.50164853638553
159886.0,-2.2006297081019817
161112.0,14.654301957433177
162169.0,8.283746166557945
163526.0,-68.84978992084731
164686.0,11.922084895096638
166197.0,-115.38191225013867
167327.0,2.796907036697423
168442.0,-26.40962114906789
169653.0,-16.38338722609615
171270.0,-14.20679485652514
172310.0,-12.705481482643194
173485.0,-21.024674208402708
175269.0,9.58141733958186
176390.0,12.762765501622084
178331.0,-10.162218012140956
179729.0,-30.432750107167003
180779.0,-37.797079200866044
181943.0,-18.586240118392347
183529.0,-64.47184799620219
184889.0,-82.40357933687329
186064.0,-231.51790395082466
187579.0,-16.390510435567204
189370.0,-42.88561532710613
191120.0,-111.93153979611812
192292.0,-3.5528128852112353
193349.0,-111.83782009767016
194491.0,-4.363687451899988
195570.0,-34.476627081092886
197570.0,-1.2218094088636775
198719.0,13.195296302509261
200684.0,-8.811529671072277
201884.0,5.253526514508643
203118.0,7.726878423911142
204238.0,-74.78941525072253
205602.0,-230.98638619353346
206816.0,-138.58051353280547
208034.0,-107.62684168078579
209813.0,-87.16790682613
211156.0,-126.6240098458909
212197.0,-82.08739041430265
213423.0,-42.63149465703647
215423.0,-20.72999689572285
217423.0,-31.06636013660148
219423.0,25.8559582162992
220521.0,-26.980525218036064
221658.0,-1.7707110018899097
222750.0,22.067621565494054
223923.0,-25.68084071410002
225142.0,23.45812824051749
226262.0,4.271092958692552
227540.0,-18.327766235888603
228653.0,-213.22072197864534
230110.0,-109.14991178989116
231251.0,-46.327159037234075
232539.0,-38.296303824623166
233921.0,-66.26508170767751
235883.0,-58.69302612948215
237862.0,-37.37365605205322
239047.0,-9.241846216219146
240272.0,-60.794955934217526
241721.0,2.474797003888755
242812.0,-4.580736421371957
243967.0,-45.58995298458226
245430.0,-10.533930385095294
246558.0,-5.404358111956587
247645.0,16.47964005699719
248826.0,-54.22276833544201
250083.0,-10.645405478936457
251428.0,-4.81928493385616
252577.0,19.595033321346946
254445.0,-41.850867024476166
255573.0,6.850939465778389
257148.0,3.329028595761071
259148.0,34.83258517425457
260253.0,29.78742656119229
261471.0,3.5491855945991446
263429.0,-83.0963743230667
264693.0,-81.89059786159123
266566.0,-143.320907909926
267814.0,-19.261308411185038
269130.0,-17.857575985731
270471.0,-13.338792868862072
272001.0,-55.52001392616457
273608.0,-218.29676673530673
275608.0,-34.241015877329474
276826.0,-392.88581106160495
278820.0,-61.072619335247396
279870.0,-95.55917778906785
280908.0,-108.48904077491913
282002.0,-82.41191875279624
283233.0,-17.29256803296886
284803.0,-117.9018396763674
286803.0,-68.03750817391096
288803.0,-66.3423154156914
290269.0,-226.74158082033998
291469.0,-281.50995382386026
293469.0,-43.33090690584675
294601.0,5.711528142632005
295998.0,-240.05911046035328
297159.0,-15.714247353200953
298222.0,-80.28433372528173
299719.0,-193.3071585946278
301070.0,4.153773189092367
302752.0,-87.41639238621258
303982.0,-19.058053729715983
305178.0,-11.811594174560701
306371.0,-55.83477946090622
307613.0,-39.67175437273794
308824.0,-47.500052226119024
309869.0,-191.95324610042942
311392.0,-5.897773153791282
312721.0,-12.686823133581544
313916.0,-18.92669655090041
315739.0,11.62875176636555
316793.0,-39.61408115260785
317928.0,0.5912858046413252
319566.0,-4.484058504915434
320656.0,-1.0336564721052302
321762.0,-26.75239426925703
322882.0,-26.249733858026357
323923.0,-23.180741684754214
325159.0,-26.308443722117964
326290.0,5.9745461307626
327782.0,-21.962768737053402
328815.0,-86.11364415572508
329994.0,5.191512693488011
331994.0,-21.406603021392026
333399.0,-113.29147082970924
335260.0,-13.587625780671617
337260.0,5.750562013519474
338494.0,57.87517917159067
339818.0,28.26423369822687
341333.0,-29.411773829874367
342516.0,-1.6421159061551265
344140.0,-8.581075119831809
345326.0,-148.28595512733241
346742.0,-168.76207452271007
348358.0,-119.75188602237318
349444.0,5.878341460896312
350550.0,-44.592649414285845
351725.0,-80.83819487041507
353061.0,-58.25493339959918
355061.0,24.0946644434285
356193.0,-38.27703431897288
357412.0,-1.2295887829089232
358574.0,-11.32639241799109
360417.0,-115.02515906301181
361455.0,-129.25289728550612
362747.0,-63.94219500529889
363840.0,-127.3864089764038
364875.0,-131.4166316786732
366026.0,-112.46414907738874
367090.0,-77.60513094985714
368784.0,-98.01626327641557
369991.0,-27.73028735403673
371111.0,-13.920916914241715
372253.0,-24.897670435767637
373439.0,18.49585337699841
374532.0,-13.147936390835708
375564.0,13.651478868456264
376734.0,4.557503180139096
378422.0,16.98006935222459
380171.0,-6.241955648125455
382171.0,12.025187444588184
383678.0,-3.1103232471359163
384832.0,16.9230056935706
386417.0,-3.471782328206005
387876.0,-27.86040704059682
389746.0,-8.597638360955411
391029.0,-20.061207069079398
392681.0,-45.68862102389968
394156.0,-37.23518791304801
395331.0,-73.18672350272934
397248.0,-14.101815886528755
398292.0,-21.319332182318483
399416.0,-36.63110154374332
401416.0,17.39113820289571
403188.0,-109.11463975682335
404782.0,-233.35434595109564
406782.0,-37.89898874856489
408145.0,-83.39545317540208
410145.0,-36.15395330155829
412145.0,-84.66199943721658
414145.0,-51.99503959368215
415304.0,-125.57982443629076
416412.0,-52.91538465420579
418412.0,-72.05336421040164
420412.0,-20.568123675427902
421538.0,-35.86035155923312
422623.0,-142.40356363334732
423750.0,-117.17649503992858
425242.0,-21.160050773002734
426515.0,19.284822215459887
427736.0,-20.890399463799923
429736.0,10.03288309034103
431054.0,-111.71855626802287
432363.0,-6.05345448156297
433514.0,5.488943672711649
434634.0,2.748036794072842
435936.0,21.6703660333218
437139.0,8.207860259793247
438278.0,-12.73105702572492
440278.0,-27.73764723555616
442278.0,11.758233332090406
443529.0,2.8991086953567033
444794.0,26.827312009085887
446782.0,-4.9537298384986626
448097.0,-127.89309384723417
449882.0,-27.78888829607058
450995.0,22.27372414820958
452449.0,-81.74759842692343
453630.0,48.30719635488094
454748.0,-18.685564488081702
456656.0,-4.625095252178205
457811.0,-26.803771162951044
459165.0,8.657184355656357
460499.0,-7.247531925711173
462499.0,-2.3144579587239207
464499.0,-13.85056101632416
466499.0,-50.21323124151006
467917.0,-90.67705664393657
469917.0,-96.4171311933904
471535.0,-186.96769142650578
473270.0,-65.34046914931068
475270.0,-25.445230911039044
476302.0,-75.3044901326078
477446.0,20.428326123238868
478489.0,-59.21336904789224
479694.0,20.67352330854789
481694.0,-28.13433929173285
482792.0,-19.996483618995015
484349.0,-13.090203730156167
485713.0,6.98686121506481
487170.0,-9.745663037907379
488214.0,-5.586233168484467
489330.0,20.676829437590243
490456.0,7.209560317588981
492113.0,14.168620320862075
493319.0,19.113805801389688
494443.0,22.946489001212377
496275.0,18.606675758055893
497455.0,3.400898657347674
498479.0,25.452773646519802
500479.0,8.244908656703217
502479.0,-47.44248129421058
504090.0,1.0622961175598276
506090.0,-24.068321567488745
508102.0,-100.16627714721483
510102.0,-20.631063590930026
512102.0,-29.995129676410258
514102.0,10.44625758025392
515308.0,-32.45712503204412
517308.0,-3.424215690594302
519308.0,38.338357844031016
521308.0,33.091628637255205
522965.0,34.72784845328077
524691.0,28.61031473290852
526336.0,33.55250416048595
528336.0,21.168681245959053
529871.0,23.527952066145595
531031.0,-50.633799213755424
532197.0,-8.97783864478382
533243.0,16.889856676689956
534355.0,-23.554992680775023
536355.0,-33.583147548024215
537656.0,0.6206824541608617
539582.0,15.101711469396642
540862.0,0.7274763131253437
541980.0,0.5131211038159833
543527.0,22.533690699907257
545527.0,2.5869783631227445
547547.0,13.756472481115868
549344.0,9.337485075142228
550508.0,5.62132736446125
551542.0,18.987971394485324
553033.0,16.585870414875977
554563.0,-4.510408396967007
555692.0,21.55078880482358
557161.0,12.765782927405333
558948.0,12.809557935679662
560063.0,22.955809796374567
561219.0,2.6576747395121387
562806.0,12.689289064103349
563968.0,-41.82359133479982
565914.0,8.565327760761978
567011.0,-38.27324277176024
569011.0,-4.876613516915519
570300.0,36.803046997887144
571962.0,-24.21345939084215
573212.0,26.277160107757215
574846.0,-12.417902115507196
576802.0,32.021864240408945
577987.0,36.35493574131662
579127.0,23.75420849649267
580388.0,46.079292871805954
581497.0,56.04763039086991
582833.0,36.36132792440794
584365.0,19.9079540622429
586365.0,-3.794085810785454
587780.0,9.524773306649253
589780.0,26.536094338065972
591122.0,6.4158924516394125
592322.0,29.70223119229823
594322.0,27.866892062813367
596322.0,46.51320322360087
598322.0,22.823551926786138
600322.0,-13.676820689496154
602322.0,25.135216795816632
604231.0,-84.66760619368178
606231.0,-10.881962533356017
607391.0,4.850808803881929
609391.0,5.0767355760835
610521.0,27.634251988558493
611741.0,-22.38323769884408
613741.0,6.587792415073629
614940.0,41.85592019388153
616940.0,12.237321735851573
618940.0,32.78476602369226
620447.0,33.78117692638676
621545.0,33.32163559341157
623545.0,16.19069170435088
625265.0,37.47171001197907
626381.0,-42.645588095966254
627541.0,-1.7968546370511729
628719.0,0.21208808072898222
629861.0,26.68077733340316
631007.0,31.54123030610442
633007.0,17.521465972321742
634632.0,17.86797942734278
635792.0,40.35373804241
637587.0,-17.593002263620274
639587.0,-0.6975117653107965
640721.0,-19.786158937938445
642149.0,-8.395053654595252
643252.0,-22.556940333551218
644392.0,-6.624741348478494
645700.0,2.104059018081499
647094.0,21.820621190696897
648274.0,4.042029589195494
649457.0,-10.473088725709072
651457.0,15.03834123109479
