timestep,avg_ep_rew
1071.0,-204.0275525759222
2101.0,-278.19815002614274
3137.0,-222.7285284519768
4215.0,-264.31217241287266
5259.0,-349.1510374756413
6316.0,-272.45895010310767
7397.0,-313.37459729560743
8604.0,-272.8472662940861
9714.0,-253.09289852428822
10892.0,-303.2484094151597
11954.0,-235.72713518318585
13040.0,-261.0009235787595
14194.0,-218.41396152139157
15302.0,-148.00448581202053
16454.0,-206.941421042858
17546.0,-198.44475120560136
18951.0,-153.90177830528464
20003.0,-78.83449547585012
21191.0,-201.49781561370506
22329.0,-190.699564212324
23496.0,-192.26279360434256
24558.0,-166.0020755468832
25600.0,-182.57755874858475
26628.0,-110.97078445542297
27737.0,-187.91503158818057
28820.0,-157.50615261374233
29888.0,-131.80353693756166
30932.0,-132.75786492198728
32036.0,-183.5254695357281
33060.0,-189.8718636646567
34100.0,-194.5432513788178
35168.0,-118.08040932443565
36329.0,-167.26535985687676
37425.0,-174.74005051735247
38567.0,-167.95904006319867
39640.0,-129.62869472027106
40928.0,-56.849989170562964
42030.0,-138.6134385579495
43336.0,-146.56456199125586
44392.0,-109.04309693913596
45438.0,-129.0721327142377
46467.0,-111.19160350569668
47511.0,-136.89281720305164
48610.0,-124.03816591985614
49666.0,-130.93853210627967
50770.0,-94.74210041288565
51806.0,-129.76256638269373
52876.0,-109.94215158697502
54000.0,-130.31318924728137
55048.0,-105.25792176713817
56137.0,-103.58986996548721
57166.0,-111.001132781821
58253.0,-140.97572572755155
59355.0,-102.04031057148372
60417.0,-102.42842668868633
61502.0,-118.58967841514362
62595.0,-133.8566595998415
63642.0,-105.23818522307823
64736.0,-92.07831012747114
65780.0,-107.56510579296643
66892.0,-111.70077305566001
67946.0,-130.7317816073389
68993.0,-79.04117155319965
70100.0,-129.38055394686052
71182.0,-90.29526584845154
72208.0,-96.2455641961559
73328.0,-68.40894989817514
74373.0,-101.17586798117537
75417.0,-121.68480222262396
76536.0,-119.99347819092435
77607.0,-95.13666969317457
78744.0,-114.43635844520672
79834.0,-84.78959517947457
80881.0,-131.84307727622107
81973.0,-116.87730012980569
83066.0,-91.78940772611035
84119.0,-99.74805039601561
85235.0,-120.82222376631627
86318.0,-94.81167760754587
87439.0,-110.15294069572965
88557.0,-106.0646309230497
89583.0,-64.78409287471563
91205.0,-52.476979269250926
92302.0,-124.49123640379048
93350.0,-62.83017091482543
94450.0,-117.72190486077413
95600.0,-94.62648401357333
96653.0,-106.26332572038662
97741.0,-75.13549552876741
98895.0,-71.86217126979078
99919.0,-69.24722244744859
101015.0,-82.93072032292503
102063.0,-62.045970281883896
103218.0,-66.6951870038517
105156.0,-72.49053826898725
106188.0,-79.79895364224559
107339.0,-73.36845377564569
108467.0,-60.41221820790778
109589.0,-67.0882270540245
110674.0,-68.33826495054558
111746.0,-50.72448978862492
112776.0,-52.2067527090429
113818.0,-45.28635935163393
114883.0,-87.8558912363687
116013.0,-95.24325339612653
117138.0,-78.18039171860288
118213.0,-81.86522069005204
119317.0,-54.87331696430704
120384.0,-31.426518832753526
121490.0,-57.78788487535812
122664.0,-52.403367107668075
123852.0,-143.0324257531522
124940.0,-31.032087732166172
126074.0,-33.63714464566125
127129.0,-33.157065466073995
128220.0,-24.31737134712799
129272.0,-49.03202201281839
130425.0,-48.44361138126123
131517.0,-48.12914085433114
132543.0,-67.38413230696673
133689.0,-65.41137949799092
